total_deliveries,ticks,pendingtasks,collisions,total_task_steps,strategy,num_agents,shelf_edge_gap,aisle_interval,shelf_rows,width,height,iteration
27.0,500.0,20.0,116.0,1487.0,decentralised,15,3,5,3,20,30,20
17.0,500.0,16.0,82.0,891.0,decentralised,15,3,5,3,20,30,21
26.0,500.0,19.0,481.0,1474.0,decentralised,15,3,5,3,20,30,22
35.0,500.0,14.0,287.0,1457.0,decentralised,15,3,5,3,20,30,23
46.0,500.0,13.0,237.0,2281.0,decentralised,15,3,5,3,20,30,24
30.0,500.0,14.0,332.0,1536.0,decentralised,15,3,5,3,20,30,25
42.0,500.0,16.0,152.0,2506.0,decentralised,15,3,5,3,20,30,26
60.0,500.0,16.0,154.0,2338.0,decentralised,15,3,5,3,20,30,27
9.0,500.0,15.0,55.0,423.0,decentralised,15,3,5,3,20,30,28
22.0,500.0,17.0,223.0,1184.0,decentralised,15,3,5,3,20,30,29
21.0,500.0,88.0,304.0,1558.0,decentralised,15,2,10,5,30,40,0
37.0,500.0,93.0,375.0,3094.0,decentralised,15,2,10,5,30,40,1
39.0,500.0,88.0,476.0,2878.0,decentralised,15,2,10,5,30,40,2
31.0,500.0,92.0,270.0,2761.0,decentralised,15,2,10,5,30,40,3
31.0,500.0,89.0,292.0,2048.0,decentralised,15,2,10,5,30,40,4
30.0,500.0,90.0,513.0,2475.0,decentralised,15,2,10,5,30,40,5
31.0,500.0,90.0,837.0,2410.0,decentralised,15,2,10,5,30,40,6
12.0,500.0,90.0,552.0,626.0,decentralised,15,2,10,5,30,40,7
20.0,500.0,92.0,209.0,1006.0,decentralised,15,2,10,5,30,40,8
29.0,500.0,92.0,141.0,3037.0,decentralised,15,2,10,5,30,40,9
39.0,500.0,92.0,255.0,2800.0,decentralised,15,2,10,5,30,40,10
22.0,500.0,89.0,230.0,1426.0,decentralised,15,2,10,5,30,40,11
58.0,500.0,87.0,279.0,4500.0,decentralised,15,2,10,5,30,40,12
20.0,500.0,91.0,557.0,1252.0,decentralised,15,2,10,5,30,40,13
18.0,500.0,90.0,687.0,1036.0,decentralised,15,2,10,5,30,40,14
23.0,500.0,90.0,409.0,1984.0,decentralised,15,2,10,5,30,40,15
41.0,500.0,89.0,440.0,3709.0,decentralised,15,2,10,5,30,40,16
38.0,500.0,86.0,633.0,3224.0,decentralised,15,2,10,5,30,40,17
14.0,500.0,91.0,310.0,750.0,decentralised,15,2,10,5,30,40,18
19.0,500.0,92.0,323.0,1476.0,decentralised,15,2,10,5,30,40,19
24.0,500.0,88.0,261.0,1682.0,decentralised,15,2,10,5,30,40,20
33.0,500.0,89.0,243.0,3255.0,decentralised,15,2,10,5,30,40,21
13.0,500.0,91.0,68.0,853.0,decentralised,15,2,10,5,30,40,22
45.0,500.0,93.0,406.0,3468.0,decentralised,15,2,10,5,30,40,23
43.0,500.0,90.0,345.0,3302.0,decentralised,15,2,10,5,30,40,24
19.0,500.0,90.0,276.0,1498.0,decentralised,15,2,10,5,30,40,25
46.0,500.0,88.0,148.0,2697.0,decentralised,15,2,10,5,30,40,26
38.0,500.0,91.0,267.0,2851.0,decentralised,15,2,10,5,30,40,27
29.0,500.0,89.0,697.0,2341.0,decentralised,15,2,10,5,30,40,28
43.0,500.0,88.0,583.0,3921.0,decentralised,15,2,10,5,30,40,29
28.0,500.0,151.0,26.0,2117.0,decentralised,5,1,5,7,40,30,0
33.0,500.0,148.0,24.0,2363.0,decentralised,5,1,5,7,40,30,1
30.0,500.0,150.0,26.0,1934.0,decentralised,5,1,5,7,40,30,2
11.0,500.0,151.0,6.0,592.0,decentralised,5,1,5,7,40,30,3
22.0,500.0,148.0,15.0,2077.0,decentralised,5,1,5,7,40,30,4
27.0,500.0,148.0,28.0,2261.0,decentralised,5,1,5,7,40,30,5
13.0,500.0,149.0,574.0,1213.0,decentralised,5,1,5,7,40,30,6
27.0,500.0,150.0,25.0,2134.0,decentralised,5,1,5,7,40,30,7
16.0,500.0,150.0,27.0,1246.0,decentralised,5,1,5,7,40,30,8
27.0,500.0,146.0,229.0,1911.0,decentralised,5,1,5,7,40,30,9
34.0,500.0,149.0,38.0,2290.0,decentralised,5,1,5,7,40,30,10
14.0,500.0,149.0,124.0,899.0,decentralised,5,1,5,7,40,30,11
15.0,500.0,150.0,36.0,955.0,decentralised,5,1,5,7,40,30,12
23.0,500.0,150.0,319.0,1437.0,decentralised,5,1,5,7,40,30,13
26.0,500.0,148.0,178.0,1823.0,decentralised,5,1,5,7,40,30,14
33.0,500.0,149.0,24.0,2283.0,decentralised,5,1,5,7,40,30,15
30.0,500.0,149.0,18.0,1822.0,decentralised,5,1,5,7,40,30,16
25.0,500.0,149.0,18.0,2068.0,decentralised,5,1,5,7,40,30,17
32.0,500.0,147.0,56.0,2227.0,decentralised,5,1,5,7,40,30,18
24.0,500.0,148.0,15.0,1641.0,decentralised,5,1,5,7,40,30,19
29.0,500.0,150.0,20.0,2188.0,decentralised,5,1,5,7,40,30,20
14.0,500.0,150.0,7.0,954.0,decentralised,5,1,5,7,40,30,21
15.0,500.0,150.0,122.0,1329.0,decentralised,5,1,5,7,40,30,22
18.0,500.0,150.0,12.0,1284.0,decentralised,5,1,5,7,40,30,23
21.0,500.0,150.0,172.0,1496.0,decentralised,5,1,5,7,40,30,24
21.0,500.0,150.0,270.0,1434.0,decentralised,5,1,5,7,40,30,25
30.0,500.0,150.0,31.0,2190.0,decentralised,5,1,5,7,40,30,26
32.0,500.0,149.0,56.0,2179.0,decentralised,5,1,5,7,40,30,27
31.0,500.0,149.0,23.0,2205.0,decentralised,5,1,5,7,40,30,28
26.0,500.0,151.0,21.0,1975.0,decentralised,5,1,5,7,40,30,29
25.0,500.0,57.0,296.0,1881.0,decentralised,15,3,5,3,40,40,0
15.0,500.0,53.0,134.0,1396.0,decentralised,15,3,5,3,40,40,1
28.0,500.0,55.0,305.0,2413.0,decentralised,15,3,5,3,40,40,2
19.0,500.0,52.0,553.0,1950.0,decentralised,15,3,5,3,40,40,3
21.0,500.0,52.0,291.0,1634.0,decentralised,15,3,5,3,40,40,4
22.0,500.0,55.0,291.0,2275.0,decentralised,15,3,5,3,40,40,5
18.0,500.0,53.0,361.0,1661.0,decentralised,15,3,5,3,40,40,6
23.0,500.0,55.0,250.0,1728.0,decentralised,15,3,5,3,40,40,7
17.0,500.0,54.0,235.0,1963.0,decentralised,15,3,5,3,40,40,8
21.0,500.0,59.0,154.0,1141.0,decentralised,15,3,5,3,40,40,9
27.0,500.0,56.0,553.0,1697.0,decentralised,15,3,5,3,40,40,10
10.0,500.0,52.0,141.0,491.0,decentralised,15,3,5,3,40,40,11
17.0,500.0,53.0,236.0,1473.0,decentralised,15,3,5,3,40,40,12
11.0,500.0,53.0,385.0,1670.0,decentralised,15,3,5,3,40,40,13
11.0,500.0,55.0,60.0,614.0,decentralised,15,3,5,3,40,40,14
10.0,500.0,54.0,655.0,535.0,decentralised,15,3,5,3,40,40,15
31.0,500.0,57.0,160.0,2341.0,decentralised,15,3,5,3,40,40,16
22.0,500.0,54.0,269.0,1561.0,decentralised,15,3,5,3,40,40,17
27.0,500.0,52.0,177.0,2559.0,decentralised,15,3,5,3,40,40,18
8.0,500.0,51.0,466.0,634.0,decentralised,15,3,5,3,40,40,19
17.0,500.0,55.0,148.0,1087.0,decentralised,15,3,5,3,40,40,20
10.0,500.0,52.0,73.0,500.0,decentralised,15,3,5,3,40,40,21
18.0,500.0,54.0,88.0,1345.0,decentralised,15,3,5,3,40,40,22
39.0,500.0,54.0,99.0,2852.0,decentralised,15,3,5,3,40,40,23
13.0,500.0,55.0,311.0,824.0,decentralised,15,3,5,3,40,40,24
25.0,500.0,56.0,566.0,3121.0,decentralised,15,3,5,3,40,40,25
19.0,500.0,53.0,247.0,1895.0,decentralised,15,3,5,3,40,40,26
18.0,500.0,55.0,313.0,1066.0,decentralised,15,3,5,3,40,40,27
29.0,500.0,55.0,220.0,2306.0,decentralised,15,3,5,3,40,40,28
5.0,500.0,51.0,135.0,173.0,decentralised,15,3,5,3,40,40,29
16.0,500.0,171.0,253.0,1055.0,decentralised,15,3,10,7,40,30,0
38.0,500.0,173.0,512.0,4056.0,decentralised,15,3,10,7,40,30,1
43.0,500.0,171.0,269.0,4343.0,decentralised,15,3,10,7,40,30,2
31.0,500.0,171.0,679.0,2628.0,decentralised,15,3,10,7,40,30,3
46.0,500.0,172.0,200.0,4524.0,decentralised,15,3,10,7,40,30,4
47.0,500.0,170.0,219.0,4094.0,decentralised,15,3,10,7,40,30,5
33.0,500.0,170.0,375.0,2259.0,decentralised,15,3,10,7,40,30,6
40.0,500.0,174.0,208.0,3229.0,decentralised,15,3,10,7,40,30,7
50.0,500.0,167.0,288.0,5024.0,decentralised,15,3,10,7,40,30,8
31.0,500.0,172.0,577.0,2804.0,decentralised,15,3,10,7,40,30,9
33.0,500.0,173.0,320.0,2737.0,decentralised,15,3,10,7,40,30,10
15.0,500.0,173.0,67.0,602.0,decentralised,15,3,10,7,40,30,11
49.0,500.0,168.0,314.0,4149.0,decentralised,15,3,10,7,40,30,12
56.0,500.0,174.0,419.0,4621.0,decentralised,15,3,10,7,40,30,13
17.0,500.0,172.0,435.0,925.0,decentralised,15,3,10,7,40,30,14
53.0,500.0,165.0,280.0,5140.0,decentralised,15,3,10,7,40,30,15
25.0,500.0,172.0,555.0,1725.0,decentralised,15,3,10,7,40,30,16
36.0,500.0,167.0,359.0,3062.0,decentralised,15,3,10,7,40,30,17
21.0,500.0,168.0,116.0,1666.0,decentralised,15,3,10,7,40,30,18
23.0,500.0,172.0,530.0,1974.0,decentralised,15,3,10,7,40,30,19
65.0,500.0,169.0,290.0,5392.0,decentralised,15,3,10,7,40,30,20
19.0,500.0,172.0,395.0,1174.0,decentralised,15,3,10,7,40,30,21
56.0,500.0,171.0,291.0,5381.0,decentralised,15,3,10,7,40,30,22
55.0,500.0,172.0,325.0,5342.0,decentralised,15,3,10,7,40,30,23
30.0,500.0,167.0,461.0,2486.0,decentralised,15,3,10,7,40,30,24
29.0,500.0,175.0,573.0,2258.0,decentralised,15,3,10,7,40,30,25
15.0,500.0,171.0,67.0,852.0,decentralised,15,3,10,7,40,30,26
50.0,500.0,172.0,304.0,3713.0,decentralised,15,3,10,7,40,30,27
37.0,500.0,170.0,255.0,3356.0,decentralised,15,3,10,7,40,30,28
62.0,500.0,168.0,273.0,5311.0,decentralised,15,3,10,7,40,30,29
27.0,500.0,34.0,252.0,1754.0,decentralised,15,1,5,3,30,40,0
32.0,500.0,42.0,208.0,3200.0,decentralised,15,1,5,3,30,40,1
26.0,500.0,43.0,838.0,2405.0,decentralised,15,1,5,3,30,40,2
37.0,500.0,39.0,199.0,3260.0,decentralised,15,1,5,3,30,40,3
41.0,500.0,38.0,250.0,2434.0,decentralised,15,1,5,3,30,40,4
34.0,500.0,42.0,178.0,2781.0,decentralised,15,1,5,3,30,40,5
32.0,500.0,41.0,248.0,2717.0,decentralised,15,1,5,3,30,40,6
23.0,500.0,41.0,320.0,2063.0,decentralised,15,1,5,3,30,40,7
23.0,500.0,40.0,281.0,1881.0,decentralised,15,1,5,3,30,40,8
33.0,500.0,39.0,272.0,3038.0,decentralised,15,1,5,3,30,40,9
19.0,500.0,38.0,226.0,1276.0,decentralised,15,1,5,3,30,40,10
18.0,500.0,40.0,277.0,1216.0,decentralised,15,1,5,3,30,40,11
15.0,500.0,40.0,61.0,702.0,decentralised,15,1,5,3,30,40,12
6.0,500.0,36.0,930.0,223.0,decentralised,15,1,5,3,30,40,13
16.0,500.0,38.0,74.0,817.0,decentralised,15,1,5,3,30,40,14
27.0,500.0,41.0,371.0,1945.0,decentralised,15,1,5,3,30,40,15
43.0,500.0,43.0,305.0,2829.0,decentralised,15,1,5,3,30,40,16
17.0,500.0,40.0,402.0,962.0,decentralised,15,1,5,3,30,40,17
38.0,500.0,38.0,219.0,1943.0,decentralised,15,1,5,3,30,40,18
10.0,500.0,38.0,325.0,1412.0,decentralised,15,1,5,3,30,40,19
22.0,500.0,40.0,227.0,1146.0,decentralised,15,1,5,3,30,40,20
14.0,500.0,39.0,239.0,1414.0,decentralised,15,1,5,3,30,40,21
48.0,500.0,42.0,222.0,3630.0,decentralised,15,1,5,3,30,40,22
10.0,500.0,37.0,797.0,591.0,decentralised,15,1,5,3,30,40,23
38.0,500.0,37.0,202.0,3450.0,decentralised,15,1,5,3,30,40,24
13.0,500.0,39.0,123.0,683.0,decentralised,15,1,5,3,30,40,25
14.0,500.0,41.0,390.0,922.0,decentralised,15,1,5,3,30,40,26
17.0,500.0,42.0,72.0,1248.0,decentralised,15,1,5,3,30,40,27
15.0,500.0,39.0,295.0,1462.0,decentralised,15,1,5,3,30,40,28
20.0,500.0,38.0,256.0,1425.0,decentralised,15,1,5,3,30,40,29
35.0,500.0,53.0,17.0,2299.0,decentralised,5,3,5,3,40,20,0
20.0,500.0,57.0,215.0,1124.0,decentralised,5,3,5,3,40,20,1
27.0,500.0,56.0,164.0,1787.0,decentralised,5,3,5,3,40,20,2
19.0,500.0,55.0,9.0,897.0,decentralised,5,3,5,3,40,20,3
23.0,500.0,54.0,271.0,1499.0,decentralised,5,3,5,3,40,20,4
31.0,500.0,54.0,24.0,2323.0,decentralised,5,3,5,3,40,20,5
22.0,500.0,57.0,12.0,1287.0,decentralised,5,3,5,3,40,20,6
16.0,500.0,57.0,9.0,955.0,decentralised,5,3,5,3,40,20,7
13.0,500.0,57.0,131.0,516.0,decentralised,5,3,5,3,40,20,8
18.0,500.0,56.0,22.0,1717.0,decentralised,5,3,5,3,40,20,9
35.0,500.0,54.0,54.0,2206.0,decentralised,5,3,5,3,40,20,10
29.0,500.0,55.0,149.0,1648.0,decentralised,5,3,5,3,40,20,11
22.0,500.0,55.0,294.0,1394.0,decentralised,5,3,5,3,40,20,12
31.0,500.0,51.0,34.0,2267.0,decentralised,5,3,5,3,40,20,13
32.0,500.0,53.0,18.0,2244.0,decentralised,5,3,5,3,40,20,14
31.0,500.0,57.0,80.0,1865.0,decentralised,5,3,5,3,40,20,15
41.0,500.0,54.0,16.0,2287.0,decentralised,5,3,5,3,40,20,16
26.0,500.0,56.0,4.0,1397.0,decentralised,5,3,5,3,40,20,17
33.0,500.0,54.0,49.0,2191.0,decentralised,5,3,5,3,40,20,18
21.0,500.0,56.0,137.0,1502.0,decentralised,5,3,5,3,40,20,19
13.0,500.0,54.0,10.0,965.0,decentralised,5,3,5,3,40,20,20
26.0,500.0,57.0,27.0,1912.0,decentralised,5,3,5,3,40,20,21
23.0,500.0,58.0,186.0,1875.0,decentralised,5,3,5,3,40,20,22
19.0,500.0,55.0,175.0,1288.0,decentralised,5,3,5,3,40,20,23
7.0,500.0,56.0,311.0,339.0,decentralised,5,3,5,3,40,20,24
19.0,500.0,54.0,242.0,1325.0,decentralised,5,3,5,3,40,20,25
35.0,500.0,53.0,46.0,2319.0,decentralised,5,3,5,3,40,20,26
12.0,500.0,56.0,33.0,801.0,decentralised,5,3,5,3,40,20,27
30.0,500.0,55.0,152.0,1936.0,decentralised,5,3,5,3,40,20,28
27.0,500.0,54.0,128.0,1840.0,decentralised,5,3,5,3,40,20,29
65.0,500.0,131.0,512.0,5513.0,decentralised,20,2,5,7,40,20,0
68.0,500.0,132.0,526.0,5435.0,decentralised,20,2,5,7,40,20,1
,,,,,decentralised,20,2,5,7,40,20,2
,,,,,decentralised,20,2,5,7,40,20,3
76.0,500.0,130.0,372.0,6308.0,decentralised,20,2,5,7,40,20,4
24.0,500.0,137.0,964.0,1559.0,decentralised,20,2,5,7,40,20,5
55.0,500.0,129.0,485.0,4931.0,decentralised,20,2,5,7,40,20,6
48.0,500.0,134.0,298.0,3773.0,decentralised,20,2,5,7,40,20,7
65.0,500.0,131.0,590.0,4744.0,decentralised,20,2,5,7,40,20,8
81.0,500.0,128.0,441.0,6092.0,decentralised,20,2,5,7,40,20,9
,,,,,decentralised,20,2,5,7,40,20,10
57.0,500.0,129.0,299.0,3488.0,decentralised,20,2,5,7,40,20,11
,,,,,decentralised,20,2,5,7,40,20,12
45.0,500.0,132.0,888.0,2600.0,decentralised,20,2,5,7,40,20,13
33.0,500.0,135.0,519.0,2542.0,decentralised,20,2,5,7,40,20,14
,,,,,decentralised,20,2,5,7,40,20,15
50.0,500.0,131.0,456.0,4508.0,decentralised,20,2,5,7,40,20,16
,,,,,decentralised,20,2,5,7,40,20,17
71.0,500.0,132.0,594.0,6961.0,decentralised,20,2,5,7,40,20,18
39.0,500.0,135.0,568.0,3148.0,decentralised,20,2,5,7,40,20,19
39.0,500.0,135.0,1101.0,2751.0,decentralised,20,2,5,7,40,20,20
,,,,,decentralised,20,2,5,7,40,20,21
,,,,,decentralised,20,2,5,7,40,20,22
73.0,500.0,130.0,580.0,6681.0,decentralised,20,2,5,7,40,20,23
48.0,500.0,131.0,629.0,3388.0,decentralised,20,2,5,7,40,20,24
37.0,500.0,135.0,285.0,2807.0,decentralised,20,2,5,7,40,20,25
25.0,500.0,128.0,659.0,1256.0,decentralised,20,2,5,7,40,20,26
44.0,500.0,132.0,287.0,2842.0,decentralised,20,2,5,7,40,20,27
64.0,500.0,133.0,639.0,6389.0,decentralised,20,2,5,7,40,20,28
67.0,500.0,133.0,517.0,5417.0,decentralised,20,2,5,7,40,20,29
49.0,500.0,57.0,493.0,3277.0,decentralised,15,2,5,7,20,40,0
26.0,500.0,51.0,196.0,2294.0,decentralised,15,2,5,7,20,40,1
27.0,500.0,49.0,286.0,2068.0,decentralised,15,2,5,7,20,40,2
40.0,500.0,50.0,658.0,2498.0,decentralised,15,2,5,7,20,40,3
18.0,500.0,51.0,512.0,1204.0,decentralised,15,2,5,7,20,40,4
41.0,500.0,56.0,333.0,3706.0,decentralised,15,2,5,7,20,40,5
65.0,500.0,48.0,270.0,4398.0,decentralised,15,2,5,7,20,40,6
54.0,500.0,48.0,343.0,3543.0,decentralised,15,2,5,7,20,40,7
31.0,500.0,53.0,224.0,2285.0,decentralised,15,2,5,7,20,40,8
54.0,500.0,52.0,202.0,3365.0,decentralised,15,2,5,7,20,40,9
40.0,500.0,52.0,127.0,2875.0,decentralised,15,2,5,7,20,40,10
42.0,500.0,47.0,439.0,4133.0,decentralised,15,2,5,7,20,40,11
35.0,500.0,52.0,158.0,2919.0,decentralised,15,2,5,7,20,40,12
31.0,500.0,49.0,795.0,2569.0,decentralised,15,2,5,7,20,40,13
41.0,500.0,48.0,238.0,2416.0,decentralised,15,2,5,7,20,40,14
39.0,500.0,51.0,778.0,2149.0,decentralised,15,2,5,7,20,40,15
30.0,500.0,51.0,149.0,2043.0,decentralised,15,2,5,7,20,40,16
40.0,500.0,52.0,777.0,1954.0,decentralised,15,2,5,7,20,40,17
17.0,500.0,51.0,270.0,927.0,decentralised,15,2,5,7,20,40,18
46.0,500.0,55.0,667.0,2620.0,decentralised,15,2,5,7,20,40,19
40.0,500.0,49.0,200.0,2098.0,decentralised,15,2,5,7,20,40,20
60.0,500.0,49.0,368.0,5019.0,decentralised,15,2,5,7,20,40,21
56.0,500.0,49.0,491.0,4723.0,decentralised,15,2,5,7,20,40,22
62.0,500.0,52.0,385.0,4339.0,decentralised,15,2,5,7,20,40,23
28.0,500.0,49.0,713.0,2612.0,decentralised,15,2,5,7,20,40,24
34.0,500.0,52.0,801.0,2142.0,decentralised,15,2,5,7,20,40,25
36.0,500.0,51.0,236.0,2669.0,decentralised,15,2,5,7,20,40,26
65.0,500.0,51.0,420.0,4492.0,decentralised,15,2,5,7,20,40,27
44.0,500.0,49.0,246.0,3655.0,decentralised,15,2,5,7,20,40,28
44.0,500.0,54.0,301.0,4264.0,decentralised,15,2,5,7,20,40,29
41.0,500.0,72.0,97.0,3942.0,decentralised,10,1,5,5,30,40,0
22.0,500.0,71.0,132.0,1419.0,decentralised,10,1,5,5,30,40,1
16.0,500.0,72.0,134.0,1633.0,decentralised,10,1,5,5,30,40,2
30.0,500.0,72.0,494.0,2393.0,decentralised,10,1,5,5,30,40,3
12.0,500.0,73.0,17.0,605.0,decentralised,10,1,5,5,30,40,4
37.0,500.0,72.0,100.0,3072.0,decentralised,10,1,5,5,30,40,5
22.0,500.0,73.0,132.0,1274.0,decentralised,10,1,5,5,30,40,6
37.0,500.0,74.0,92.0,2718.0,decentralised,10,1,5,5,30,40,7
19.0,500.0,72.0,162.0,1695.0,decentralised,10,1,5,5,30,40,8
30.0,500.0,71.0,215.0,3204.0,decentralised,10,1,5,5,30,40,9
22.0,500.0,72.0,119.0,2265.0,decentralised,10,1,5,5,30,40,10
37.0,500.0,71.0,210.0,3404.0,decentralised,10,1,5,5,30,40,11
31.0,500.0,71.0,57.0,1882.0,decentralised,10,1,5,5,30,40,12
26.0,500.0,72.0,207.0,2330.0,decentralised,10,1,5,5,30,40,13
14.0,500.0,72.0,270.0,768.0,decentralised,10,1,5,5,30,40,14
26.0,500.0,71.0,290.0,1693.0,decentralised,10,1,5,5,30,40,15
29.0,500.0,71.0,388.0,2776.0,decentralised,10,1,5,5,30,40,16
55.0,500.0,68.0,105.0,3518.0,decentralised,10,1,5,5,30,40,17
10.0,500.0,73.0,203.0,1136.0,decentralised,10,1,5,5,30,40,18
29.0,500.0,73.0,177.0,2259.0,decentralised,10,1,5,5,30,40,19
39.0,500.0,70.0,171.0,3298.0,decentralised,10,1,5,5,30,40,20
18.0,500.0,76.0,61.0,1437.0,decentralised,10,1,5,5,30,40,21
34.0,500.0,72.0,182.0,2747.0,decentralised,10,1,5,5,30,40,22
21.0,500.0,70.0,654.0,2030.0,decentralised,10,1,5,5,30,40,23
35.0,500.0,75.0,107.0,2646.0,decentralised,10,1,5,5,30,40,24
38.0,500.0,73.0,342.0,2639.0,decentralised,10,1,5,5,30,40,25
23.0,500.0,69.0,107.0,2403.0,decentralised,10,1,5,5,30,40,26
27.0,500.0,74.0,96.0,1698.0,decentralised,10,1,5,5,30,40,27
29.0,500.0,69.0,569.0,2128.0,decentralised,10,1,5,5,30,40,28
42.0,500.0,72.0,77.0,4185.0,decentralised,10,1,5,5,30,40,29
37.0,500.0,37.0,183.0,2100.0,decentralised,15,1,5,3,30,20,0
66.0,500.0,37.0,283.0,5421.0,decentralised,15,1,5,3,30,20,1
61.0,500.0,34.0,253.0,4669.0,decentralised,15,1,5,3,30,20,2
41.0,500.0,36.0,441.0,3187.0,decentralised,15,1,5,3,30,20,3
56.0,500.0,35.0,362.0,4503.0,decentralised,15,1,5,3,30,20,4
29.0,500.0,41.0,597.0,1967.0,decentralised,15,1,5,3,30,20,5
57.0,500.0,35.0,398.0,4881.0,decentralised,15,1,5,3,30,20,6
45.0,500.0,36.0,341.0,2815.0,decentralised,15,1,5,3,30,20,7
56.0,500.0,32.0,504.0,5671.0,decentralised,15,1,5,3,30,20,8
61.0,500.0,35.0,554.0,4598.0,decentralised,15,1,5,3,30,20,9
65.0,500.0,38.0,466.0,4836.0,decentralised,15,1,5,3,30,20,10
69.0,500.0,33.0,404.0,5641.0,decentralised,15,1,5,3,30,20,11
68.0,500.0,37.0,258.0,4634.0,decentralised,15,1,5,3,30,20,12
22.0,500.0,39.0,197.0,1188.0,decentralised,15,1,5,3,30,20,13
62.0,500.0,36.0,209.0,3969.0,decentralised,15,1,5,3,30,20,14
48.0,500.0,36.0,473.0,2780.0,decentralised,15,1,5,3,30,20,15
44.0,500.0,36.0,492.0,2767.0,decentralised,15,1,5,3,30,20,16
33.0,500.0,39.0,168.0,1807.0,decentralised,15,1,5,3,30,20,17
52.0,500.0,39.0,205.0,3111.0,decentralised,15,1,5,3,30,20,18
44.0,500.0,40.0,217.0,3543.0,decentralised,15,1,5,3,30,20,19
43.0,500.0,41.0,606.0,3059.0,decentralised,15,1,5,3,30,20,20
14.0,500.0,39.0,79.0,629.0,decentralised,15,1,5,3,30,20,21
37.0,500.0,37.0,701.0,2051.0,decentralised,15,1,5,3,30,20,22
48.0,500.0,34.0,135.0,2487.0,decentralised,15,1,5,3,30,20,23
44.0,500.0,38.0,568.0,2702.0,decentralised,15,1,5,3,30,20,24
68.0,500.0,33.0,344.0,4673.0,decentralised,15,1,5,3,30,20,25
39.0,500.0,42.0,214.0,2515.0,decentralised,15,1,5,3,30,20,26
56.0,500.0,36.0,517.0,4038.0,decentralised,15,1,5,3,30,20,27
30.0,500.0,38.0,216.0,1509.0,decentralised,15,1,5,3,30,20,28
71.0,500.0,34.0,331.0,5763.0,decentralised,15,1,5,3,30,20,29
64.0,500.0,33.0,374.0,3592.0,decentralised,20,1,5,3,30,30,0
28.0,500.0,36.0,232.0,1816.0,decentralised,20,1,5,3,30,30,1
56.0,500.0,37.0,534.0,5332.0,decentralised,20,1,5,3,30,30,2
26.0,500.0,37.0,778.0,1748.0,decentralised,20,1,5,3,30,30,3
31.0,500.0,35.0,521.0,1955.0,decentralised,20,1,5,3,30,30,4
11.0,500.0,34.0,227.0,877.0,decentralised,20,1,5,3,30,30,5
33.0,500.0,35.0,198.0,2239.0,decentralised,20,1,5,3,30,30,6
33.0,500.0,35.0,884.0,1741.0,decentralised,20,1,5,3,30,30,7
30.0,500.0,36.0,518.0,1987.0,decentralised,20,1,5,3,30,30,8
31.0,500.0,37.0,350.0,1709.0,decentralised,20,1,5,3,30,30,9
19.0,500.0,38.0,663.0,889.0,decentralised,20,1,5,3,30,30,10
42.0,500.0,34.0,508.0,4349.0,decentralised,20,1,5,3,30,30,11
48.0,500.0,35.0,347.0,3160.0,decentralised,20,1,5,3,30,30,12
29.0,500.0,40.0,589.0,1894.0,decentralised,20,1,5,3,30,30,13
29.0,500.0,32.0,461.0,1805.0,decentralised,20,1,5,3,30,30,14
31.0,500.0,38.0,375.0,2028.0,decentralised,20,1,5,3,30,30,15
35.0,500.0,40.0,597.0,2565.0,decentralised,20,1,5,3,30,30,16
48.0,500.0,35.0,555.0,3775.0,decentralised,20,1,5,3,30,30,17
23.0,500.0,36.0,131.0,1482.0,decentralised,20,1,5,3,30,30,18
25.0,500.0,36.0,634.0,1402.0,decentralised,20,1,5,3,30,30,19
30.0,500.0,39.0,592.0,1754.0,decentralised,20,1,5,3,30,30,20
21.0,500.0,33.0,660.0,1123.0,decentralised,20,1,5,3,30,30,21
26.0,500.0,31.0,610.0,1572.0,decentralised,20,1,5,3,30,30,22
45.0,500.0,38.0,634.0,2146.0,decentralised,20,1,5,3,30,30,23
33.0,500.0,40.0,463.0,2709.0,decentralised,20,1,5,3,30,30,24
61.0,500.0,35.0,442.0,4708.0,decentralised,20,1,5,3,30,30,25
45.0,500.0,39.0,781.0,2375.0,decentralised,20,1,5,3,30,30,26
24.0,500.0,33.0,248.0,1502.0,decentralised,20,1,5,3,30,30,27
40.0,500.0,39.0,392.0,2508.0,decentralised,20,1,5,3,30,30,28
21.0,500.0,35.0,838.0,1318.0,decentralised,20,1,5,3,30,30,29
40.0,500.0,51.0,426.0,2558.0,decentralised,20,2,5,3,40,20,0
43.0,500.0,47.0,869.0,2175.0,decentralised,20,2,5,3,40,20,1
45.0,500.0,50.0,587.0,2814.0,decentralised,20,2,5,3,40,20,2
51.0,500.0,51.0,492.0,3175.0,decentralised,20,2,5,3,40,20,3
53.0,500.0,48.0,604.0,3526.0,decentralised,20,2,5,3,40,20,4
56.0,500.0,47.0,683.0,3889.0,decentralised,20,2,5,3,40,20,5
50.0,500.0,48.0,878.0,3626.0,decentralised,20,2,5,3,40,20,6
37.0,500.0,52.0,613.0,3897.0,decentralised,20,2,5,3,40,20,7
27.0,500.0,49.0,1018.0,1436.0,decentralised,20,2,5,3,40,20,8
56.0,500.0,48.0,292.0,3932.0,decentralised,20,2,5,3,40,20,9
25.0,500.0,49.0,251.0,1759.0,decentralised,20,2,5,3,40,20,10
26.0,500.0,54.0,101.0,1125.0,decentralised,20,2,5,3,40,20,11
