total_deliveries,ticks,pendingtasks,collisions,total_task_steps,strategy,num_agents,shelf_edge_gap,aisle_interval,shelf_rows,width,height,iteration
45.0,500.0,201.0,437.0,3780.0,centralised,15,1,10,7,40,20,28
52.0,500.0,198.0,284.0,5036.0,centralised,15,1,10,7,40,20,29
63.0,500.0,76.0,241.0,3765.0,centralised,15,2,10,3,40,20,0
35.0,500.0,73.0,739.0,2617.0,centralised,15,2,10,3,40,20,1
38.0,500.0,72.0,74.0,2293.0,centralised,15,2,10,3,40,20,2
34.0,500.0,73.0,161.0,1997.0,centralised,15,2,10,3,40,20,3
32.0,500.0,72.0,418.0,1962.0,centralised,15,2,10,3,40,20,4
48.0,500.0,75.0,101.0,3030.0,centralised,15,2,10,3,40,20,5
30.0,500.0,77.0,497.0,1384.0,centralised,15,2,10,3,40,20,6
37.0,500.0,71.0,226.0,3330.0,centralised,15,2,10,3,40,20,7
52.0,500.0,73.0,236.0,3933.0,centralised,15,2,10,3,40,20,8
34.0,500.0,74.0,321.0,2029.0,centralised,15,2,10,3,40,20,9
49.0,500.0,72.0,570.0,3737.0,centralised,15,2,10,3,40,20,10
31.0,500.0,76.0,152.0,2091.0,centralised,15,2,10,3,40,20,11
52.0,500.0,75.0,544.0,4696.0,centralised,15,2,10,3,40,20,12
31.0,500.0,74.0,253.0,1324.0,centralised,15,2,10,3,40,20,13
54.0,500.0,73.0,301.0,4603.0,centralised,15,2,10,3,40,20,14
40.0,500.0,77.0,204.0,2627.0,centralised,15,2,10,3,40,20,15
25.0,500.0,73.0,331.0,1750.0,centralised,15,2,10,3,40,20,16
47.0,500.0,71.0,305.0,3649.0,centralised,15,2,10,3,40,20,17
42.0,500.0,72.0,161.0,2132.0,centralised,15,2,10,3,40,20,18
51.0,500.0,71.0,337.0,4883.0,centralised,15,2,10,3,40,20,19
20.0,500.0,71.0,87.0,1296.0,centralised,15,2,10,3,40,20,20
49.0,500.0,71.0,325.0,2843.0,centralised,15,2,10,3,40,20,21
54.0,500.0,70.0,417.0,4760.0,centralised,15,2,10,3,40,20,22
44.0,500.0,76.0,485.0,2388.0,centralised,15,2,10,3,40,20,23
47.0,500.0,72.0,430.0,3930.0,centralised,15,2,10,3,40,20,24
10.0,500.0,72.0,535.0,409.0,centralised,15,2,10,3,40,20,25
19.0,500.0,71.0,103.0,922.0,centralised,15,2,10,3,40,20,26
17.0,500.0,74.0,286.0,796.0,centralised,15,2,10,3,40,20,27
62.0,500.0,70.0,190.0,4197.0,centralised,15,2,10,3,40,20,28
37.0,500.0,74.0,368.0,2752.0,centralised,15,2,10,3,40,20,29
44.0,500.0,72.0,564.0,3901.0,centralised,20,2,10,3,40,40,0
26.0,500.0,68.0,200.0,2653.0,centralised,20,2,10,3,40,40,1
55.0,500.0,69.0,427.0,4609.0,centralised,20,2,10,3,40,40,2
16.0,500.0,72.0,597.0,841.0,centralised,20,2,10,3,40,40,3
37.0,500.0,66.0,316.0,3016.0,centralised,20,2,10,3,40,40,4
42.0,500.0,67.0,503.0,3472.0,centralised,20,2,10,3,40,40,5
44.0,500.0,67.0,480.0,4373.0,centralised,20,2,10,3,40,40,6
35.0,500.0,68.0,462.0,3200.0,centralised,20,2,10,3,40,40,7
49.0,500.0,67.0,568.0,4071.0,centralised,20,2,10,3,40,40,8
22.0,500.0,73.0,738.0,2533.0,centralised,20,2,10,3,40,40,9
39.0,500.0,72.0,423.0,3392.0,centralised,20,2,10,3,40,40,10
47.0,500.0,68.0,384.0,5066.0,centralised,20,2,10,3,40,40,11
47.0,500.0,69.0,227.0,5655.0,centralised,20,2,10,3,40,40,12
49.0,500.0,68.0,420.0,5012.0,centralised,20,2,10,3,40,40,13
50.0,500.0,72.0,581.0,4241.0,centralised,20,2,10,3,40,40,14
58.0,500.0,69.0,578.0,5188.0,centralised,20,2,10,3,40,40,15
57.0,500.0,68.0,398.0,5897.0,centralised,20,2,10,3,40,40,16
42.0,500.0,70.0,202.0,2765.0,centralised,20,2,10,3,40,40,17
30.0,500.0,70.0,181.0,3058.0,centralised,20,2,10,3,40,40,18
31.0,500.0,68.0,555.0,2719.0,centralised,20,2,10,3,40,40,19
30.0,500.0,69.0,263.0,2467.0,centralised,20,2,10,3,40,40,20
30.0,500.0,68.0,896.0,2422.0,centralised,20,2,10,3,40,40,21
52.0,500.0,67.0,610.0,5812.0,centralised,20,2,10,3,40,40,22
70.0,500.0,66.0,594.0,7418.0,centralised,20,2,10,3,40,40,23
45.0,500.0,70.0,209.0,3727.0,centralised,20,2,10,3,40,40,24
30.0,500.0,69.0,178.0,2612.0,centralised,20,2,10,3,40,40,25
31.0,500.0,73.0,469.0,2655.0,centralised,20,2,10,3,40,40,26
20.0,500.0,68.0,997.0,1149.0,centralised,20,2,10,3,40,40,27
59.0,500.0,66.0,348.0,7132.0,centralised,20,2,10,3,40,40,28
36.0,500.0,67.0,316.0,3571.0,centralised,20,2,10,3,40,40,29
28.0,500.0,103.0,40.0,2349.0,centralised,5,1,5,5,40,20,0
37.0,500.0,104.0,24.0,2106.0,centralised,5,1,5,5,40,20,1
11.0,500.0,107.0,358.0,711.0,centralised,5,1,5,5,40,20,2
26.0,500.0,105.0,100.0,1588.0,centralised,5,1,5,5,40,20,3
39.0,500.0,103.0,43.0,2083.0,centralised,5,1,5,5,40,20,4
33.0,500.0,104.0,23.0,2318.0,centralised,5,1,5,5,40,20,5
33.0,500.0,104.0,58.0,2166.0,centralised,5,1,5,5,40,20,6
11.0,500.0,107.0,325.0,673.0,centralised,5,1,5,5,40,20,7
32.0,500.0,106.0,41.0,1981.0,centralised,5,1,5,5,40,20,8
9.0,500.0,107.0,21.0,558.0,centralised,5,1,5,5,40,20,9
28.0,500.0,102.0,17.0,2282.0,centralised,5,1,5,5,40,20,10
26.0,500.0,102.0,22.0,2293.0,centralised,5,1,5,5,40,20,11
29.0,500.0,106.0,17.0,1839.0,centralised,5,1,5,5,40,20,12
29.0,500.0,104.0,110.0,2088.0,centralised,5,1,5,5,40,20,13
32.0,500.0,104.0,75.0,2308.0,centralised,5,1,5,5,40,20,14
30.0,500.0,107.0,15.0,1894.0,centralised,5,1,5,5,40,20,15
34.0,500.0,106.0,22.0,1710.0,centralised,5,1,5,5,40,20,16
32.0,500.0,101.0,21.0,2367.0,centralised,5,1,5,5,40,20,17
37.0,500.0,105.0,59.0,2268.0,centralised,5,1,5,5,40,20,18
43.0,500.0,103.0,29.0,2338.0,centralised,5,1,5,5,40,20,19
38.0,500.0,104.0,31.0,2222.0,centralised,5,1,5,5,40,20,20
18.0,500.0,106.0,142.0,1131.0,centralised,5,1,5,5,40,20,21
23.0,500.0,104.0,162.0,1735.0,centralised,5,1,5,5,40,20,22
27.0,500.0,107.0,25.0,1686.0,centralised,5,1,5,5,40,20,23
32.0,500.0,103.0,15.0,2020.0,centralised,5,1,5,5,40,20,24
26.0,500.0,105.0,19.0,1720.0,centralised,5,1,5,5,40,20,25
27.0,500.0,105.0,71.0,1914.0,centralised,5,1,5,5,40,20,26
8.0,500.0,107.0,286.0,319.0,centralised,5,1,5,5,40,20,27
35.0,500.0,105.0,285.0,1974.0,centralised,5,1,5,5,40,20,28
36.0,500.0,103.0,42.0,2187.0,centralised,5,1,5,5,40,20,29
35.0,500.0,56.0,23.0,2326.0,centralised,5,2,5,3,40,20,0
18.0,500.0,59.0,271.0,965.0,centralised,5,2,5,3,40,20,1
36.0,500.0,58.0,18.0,1983.0,centralised,5,2,5,3,40,20,2
35.0,500.0,60.0,21.0,1866.0,centralised,5,2,5,3,40,20,3
36.0,500.0,56.0,24.0,2302.0,centralised,5,2,5,3,40,20,4
28.0,500.0,58.0,18.0,1888.0,centralised,5,2,5,3,40,20,5
16.0,500.0,59.0,121.0,879.0,centralised,5,2,5,3,40,20,6
18.0,500.0,58.0,335.0,1066.0,centralised,5,2,5,3,40,20,7
25.0,500.0,55.0,200.0,2047.0,centralised,5,2,5,3,40,20,8
27.0,500.0,57.0,25.0,2182.0,centralised,5,2,5,3,40,20,9
28.0,500.0,59.0,49.0,1954.0,centralised,5,2,5,3,40,20,10
29.0,500.0,58.0,47.0,2039.0,centralised,5,2,5,3,40,20,11
26.0,500.0,58.0,34.0,2174.0,centralised,5,2,5,3,40,20,12
23.0,500.0,59.0,26.0,1688.0,centralised,5,2,5,3,40,20,13
6.0,500.0,59.0,184.0,299.0,centralised,5,2,5,3,40,20,14
39.0,500.0,57.0,22.0,2351.0,centralised,5,2,5,3,40,20,15
8.0,500.0,59.0,21.0,406.0,centralised,5,2,5,3,40,20,16
37.0,500.0,58.0,29.0,2251.0,centralised,5,2,5,3,40,20,17
13.0,500.0,57.0,400.0,605.0,centralised,5,2,5,3,40,20,18
27.0,500.0,58.0,16.0,2244.0,centralised,5,2,5,3,40,20,19
8.0,500.0,60.0,20.0,270.0,centralised,5,2,5,3,40,20,20
16.0,500.0,59.0,20.0,844.0,centralised,5,2,5,3,40,20,21
36.0,500.0,57.0,33.0,2306.0,centralised,5,2,5,3,40,20,22
17.0,500.0,58.0,5.0,802.0,centralised,5,2,5,3,40,20,23
31.0,500.0,58.0,30.0,2193.0,centralised,5,2,5,3,40,20,24
24.0,500.0,58.0,35.0,2161.0,centralised,5,2,5,3,40,20,25
13.0,500.0,59.0,8.0,516.0,centralised,5,2,5,3,40,20,26
34.0,500.0,58.0,17.0,2201.0,centralised,5,2,5,3,40,20,27
33.0,500.0,58.0,29.0,1903.0,centralised,5,2,5,3,40,20,28
23.0,500.0,58.0,21.0,2352.0,centralised,5,2,5,3,40,20,29
50.0,500.0,46.0,543.0,3690.0,centralised,20,2,5,3,40,40,0
34.0,500.0,48.0,226.0,2669.0,centralised,20,2,5,3,40,40,1
51.0,500.0,47.0,623.0,3587.0,centralised,20,2,5,3,40,40,2
50.0,500.0,45.0,451.0,4789.0,centralised,20,2,5,3,40,40,3
59.0,500.0,50.0,562.0,4856.0,centralised,20,2,5,3,40,40,4
47.0,500.0,47.0,359.0,4825.0,centralised,20,2,5,3,40,40,5
34.0,500.0,52.0,310.0,3036.0,centralised,20,2,5,3,40,40,6
55.0,500.0,47.0,635.0,6928.0,centralised,20,2,5,3,40,40,7
14.0,500.0,49.0,974.0,721.0,centralised,20,2,5,3,40,40,8
29.0,500.0,49.0,507.0,2732.0,centralised,20,2,5,3,40,40,9
40.0,500.0,48.0,284.0,5014.0,centralised,20,2,5,3,40,40,10
23.0,500.0,51.0,287.0,2004.0,centralised,20,2,5,3,40,40,11
70.0,500.0,40.0,322.0,7855.0,centralised,20,2,5,3,40,40,12
48.0,500.0,48.0,293.0,4000.0,centralised,20,2,5,3,40,40,13
37.0,500.0,50.0,549.0,3288.0,centralised,20,2,5,3,40,40,14
43.0,500.0,49.0,377.0,4125.0,centralised,20,2,5,3,40,40,15
53.0,500.0,46.0,395.0,5700.0,centralised,20,2,5,3,40,40,16
49.0,500.0,45.0,484.0,4353.0,centralised,20,2,5,3,40,40,17
61.0,500.0,47.0,227.0,5814.0,centralised,20,2,5,3,40,40,18
22.0,500.0,45.0,1015.0,1980.0,centralised,20,2,5,3,40,40,19
37.0,500.0,49.0,476.0,2613.0,centralised,20,2,5,3,40,40,20
35.0,500.0,45.0,292.0,4673.0,centralised,20,2,5,3,40,40,21
49.0,500.0,45.0,536.0,5200.0,centralised,20,2,5,3,40,40,22
37.0,500.0,48.0,584.0,2692.0,centralised,20,2,5,3,40,40,23
52.0,500.0,47.0,304.0,5652.0,centralised,20,2,5,3,40,40,24
51.0,500.0,48.0,374.0,3991.0,centralised,20,2,5,3,40,40,25
15.0,500.0,47.0,146.0,796.0,centralised,20,2,5,3,40,40,26
38.0,500.0,49.0,448.0,3036.0,centralised,20,2,5,3,40,40,27
40.0,500.0,46.0,442.0,3280.0,centralised,20,2,5,3,40,40,28
26.0,500.0,44.0,197.0,2281.0,centralised,20,2,5,3,40,40,29
11.0,500.0,59.0,131.0,381.0,centralised,5,2,5,7,20,20,0
29.0,500.0,56.0,396.0,1113.0,centralised,5,2,5,7,20,20,1
27.0,500.0,59.0,316.0,1461.0,centralised,5,2,5,7,20,20,2
42.0,500.0,60.0,66.0,1836.0,centralised,5,2,5,7,20,20,3
11.0,500.0,58.0,347.0,378.0,centralised,5,2,5,7,20,20,4
32.0,500.0,55.0,103.0,1848.0,centralised,5,2,5,7,20,20,5
23.0,500.0,57.0,55.0,1897.0,centralised,5,2,5,7,20,20,6
27.0,500.0,59.0,18.0,1015.0,centralised,5,2,5,7,20,20,7
21.0,500.0,59.0,312.0,794.0,centralised,5,2,5,7,20,20,8
41.0,500.0,58.0,38.0,1870.0,centralised,5,2,5,7,20,20,9
41.0,500.0,60.0,80.0,1971.0,centralised,5,2,5,7,20,20,10
32.0,500.0,59.0,56.0,1350.0,centralised,5,2,5,7,20,20,11
3.0,500.0,60.0,1.0,49.0,centralised,5,2,5,7,20,20,12
11.0,500.0,59.0,329.0,399.0,centralised,5,2,5,7,20,20,13
21.0,500.0,59.0,214.0,1207.0,centralised,5,2,5,7,20,20,14
18.0,500.0,60.0,17.0,673.0,centralised,5,2,5,7,20,20,15
32.0,500.0,59.0,410.0,1327.0,centralised,5,2,5,7,20,20,16
22.0,500.0,59.0,372.0,660.0,centralised,5,2,5,7,20,20,17
47.0,500.0,57.0,49.0,2185.0,centralised,5,2,5,7,20,20,18
36.0,500.0,58.0,155.0,1799.0,centralised,5,2,5,7,20,20,19
44.0,500.0,54.0,39.0,2278.0,centralised,5,2,5,7,20,20,20
31.0,500.0,58.0,49.0,2270.0,centralised,5,2,5,7,20,20,21
21.0,500.0,60.0,337.0,1012.0,centralised,5,2,5,7,20,20,22
40.0,500.0,55.0,91.0,2232.0,centralised,5,2,5,7,20,20,23
40.0,500.0,56.0,102.0,2032.0,centralised,5,2,5,7,20,20,24
25.0,500.0,60.0,284.0,991.0,centralised,5,2,5,7,20,20,25
40.0,500.0,58.0,212.0,1693.0,centralised,5,2,5,7,20,20,26
24.0,500.0,56.0,14.0,1232.0,centralised,5,2,5,7,20,20,27
32.0,500.0,57.0,96.0,2157.0,centralised,5,2,5,7,20,20,28
27.0,500.0,60.0,31.0,1044.0,centralised,5,2,5,7,20,20,29
32.0,500.0,96.0,413.0,1519.0,centralised,20,1,10,5,30,40,0
54.0,500.0,93.0,402.0,6544.0,centralised,20,1,10,5,30,40,1
23.0,500.0,97.0,562.0,1311.0,centralised,20,1,10,5,30,40,2
51.0,500.0,92.0,291.0,6525.0,centralised,20,1,10,5,30,40,3
59.0,500.0,93.0,532.0,5654.0,centralised,20,1,10,5,30,40,4
44.0,500.0,97.0,191.0,2986.0,centralised,20,1,10,5,30,40,5
20.0,500.0,97.0,360.0,1265.0,centralised,20,1,10,5,30,40,6
41.0,500.0,98.0,212.0,3263.0,centralised,20,1,10,5,30,40,7
39.0,500.0,93.0,285.0,4221.0,centralised,20,1,10,5,30,40,8
65.0,500.0,92.0,395.0,6774.0,centralised,20,1,10,5,30,40,9
28.0,500.0,100.0,148.0,1876.0,centralised,20,1,10,5,30,40,10
66.0,500.0,95.0,370.0,6576.0,centralised,20,1,10,5,30,40,11
75.0,500.0,94.0,463.0,7147.0,centralised,20,1,10,5,30,40,12
30.0,500.0,93.0,730.0,2035.0,centralised,20,1,10,5,30,40,13
41.0,500.0,98.0,612.0,2697.0,centralised,20,1,10,5,30,40,14
36.0,500.0,94.0,829.0,2874.0,centralised,20,1,10,5,30,40,15
49.0,500.0,98.0,223.0,4324.0,centralised,20,1,10,5,30,40,16
51.0,500.0,92.0,338.0,3502.0,centralised,20,1,10,5,30,40,17
48.0,500.0,91.0,450.0,5330.0,centralised,20,1,10,5,30,40,18
57.0,500.0,97.0,480.0,4613.0,centralised,20,1,10,5,30,40,19
48.0,500.0,100.0,582.0,4501.0,centralised,20,1,10,5,30,40,20
46.0,500.0,98.0,234.0,4253.0,centralised,20,1,10,5,30,40,21
53.0,500.0,94.0,578.0,5059.0,centralised,20,1,10,5,30,40,22
43.0,500.0,96.0,413.0,4289.0,centralised,20,1,10,5,30,40,23
52.0,500.0,97.0,618.0,4105.0,centralised,20,1,10,5,30,40,24
40.0,500.0,94.0,200.0,3403.0,centralised,20,1,10,5,30,40,25
39.0,500.0,94.0,196.0,2970.0,centralised,20,1,10,5,30,40,26
24.0,500.0,95.0,576.0,1559.0,centralised,20,1,10,5,30,40,27
17.0,500.0,99.0,487.0,788.0,centralised,20,1,10,5,30,40,28
57.0,500.0,92.0,470.0,5719.0,centralised,20,1,10,5,30,40,29
45.0,500.0,37.0,176.0,2157.0,centralised,5,2,5,5,20,20,0
10.0,500.0,43.0,11.0,372.0,centralised,5,2,5,5,20,20,1
29.0,500.0,39.0,72.0,1525.0,centralised,5,2,5,5,20,20,2
32.0,500.0,39.0,36.0,2274.0,centralised,5,2,5,5,20,20,3
55.0,500.0,39.0,53.0,2226.0,centralised,5,2,5,5,20,20,4
35.0,500.0,40.0,361.0,1306.0,centralised,5,2,5,5,20,20,5
24.0,500.0,40.0,26.0,1104.0,centralised,5,2,5,5,20,20,6
22.0,500.0,41.0,197.0,788.0,centralised,5,2,5,5,20,20,7
31.0,500.0,39.0,23.0,1301.0,centralised,5,2,5,5,20,20,8
41.0,500.0,41.0,20.0,1408.0,centralised,5,2,5,5,20,20,9
46.0,500.0,36.0,60.0,2334.0,centralised,5,2,5,5,20,20,10
41.0,500.0,40.0,212.0,2141.0,centralised,5,2,5,5,20,20,11
17.0,500.0,42.0,43.0,792.0,centralised,5,2,5,5,20,20,12
48.0,500.0,37.0,62.0,2366.0,centralised,5,2,5,5,20,20,13
44.0,500.0,38.0,111.0,2209.0,centralised,5,2,5,5,20,20,14
30.0,500.0,39.0,171.0,1471.0,centralised,5,2,5,5,20,20,15
17.0,500.0,42.0,18.0,811.0,centralised,5,2,5,5,20,20,16
37.0,500.0,40.0,5.0,1167.0,centralised,5,2,5,5,20,20,17
28.0,500.0,41.0,24.0,1238.0,centralised,5,2,5,5,20,20,18
8.0,500.0,41.0,59.0,280.0,centralised,5,2,5,5,20,20,19
14.0,500.0,43.0,315.0,522.0,centralised,5,2,5,5,20,20,20
21.0,500.0,42.0,11.0,687.0,centralised,5,2,5,5,20,20,21
6.0,500.0,41.0,12.0,171.0,centralised,5,2,5,5,20,20,22
50.0,500.0,36.0,42.0,2292.0,centralised,5,2,5,5,20,20,23
27.0,500.0,40.0,318.0,1589.0,centralised,5,2,5,5,20,20,24
10.0,500.0,41.0,5.0,293.0,centralised,5,2,5,5,20,20,25
10.0,500.0,43.0,214.0,397.0,centralised,5,2,5,5,20,20,26
19.0,500.0,40.0,200.0,798.0,centralised,5,2,5,5,20,20,27
41.0,500.0,36.0,56.0,2257.0,centralised,5,2,5,5,20,20,28
50.0,500.0,40.0,51.0,2302.0,centralised,5,2,5,5,20,20,29
17.0,500.0,82.0,11.0,919.0,centralised,5,2,10,3,40,20,0
30.0,500.0,78.0,47.0,2053.0,centralised,5,2,10,3,40,20,1
21.0,500.0,81.0,277.0,1182.0,centralised,5,2,10,3,40,20,2
40.0,500.0,77.0,61.0,2347.0,centralised,5,2,10,3,40,20,3
34.0,500.0,77.0,101.0,2065.0,centralised,5,2,10,3,40,20,4
28.0,500.0,77.0,21.0,1819.0,centralised,5,2,10,3,40,20,5
26.0,500.0,80.0,25.0,1780.0,centralised,5,2,10,3,40,20,6
26.0,500.0,80.0,31.0,1463.0,centralised,5,2,10,3,40,20,7
31.0,500.0,78.0,251.0,1868.0,centralised,5,2,10,3,40,20,8
21.0,500.0,81.0,179.0,902.0,centralised,5,2,10,3,40,20,9
14.0,500.0,82.0,163.0,731.0,centralised,5,2,10,3,40,20,10
39.0,500.0,79.0,54.0,2263.0,centralised,5,2,10,3,40,20,11
16.0,500.0,81.0,366.0,631.0,centralised,5,2,10,3,40,20,12
17.0,500.0,80.0,7.0,792.0,centralised,5,2,10,3,40,20,13
30.0,500.0,79.0,172.0,1581.0,centralised,5,2,10,3,40,20,14
18.0,500.0,78.0,59.0,1929.0,centralised,5,2,10,3,40,20,15
25.0,500.0,79.0,23.0,1951.0,centralised,5,2,10,3,40,20,16
18.0,500.0,83.0,19.0,1271.0,centralised,5,2,10,3,40,20,17
30.0,500.0,78.0,51.0,1878.0,centralised,5,2,10,3,40,20,18
27.0,500.0,79.0,98.0,2127.0,centralised,5,2,10,3,40,20,19
18.0,500.0,80.0,111.0,1131.0,centralised,5,2,10,3,40,20,20
22.0,500.0,79.0,15.0,1236.0,centralised,5,2,10,3,40,20,21
28.0,500.0,80.0,130.0,1554.0,centralised,5,2,10,3,40,20,22
5.0,500.0,80.0,10.0,208.0,centralised,5,2,10,3,40,20,23
8.0,500.0,81.0,67.0,340.0,centralised,5,2,10,3,40,20,24
31.0,500.0,79.0,32.0,2187.0,centralised,5,2,10,3,40,20,25
21.0,500.0,80.0,22.0,1186.0,centralised,5,2,10,3,40,20,26
34.0,500.0,79.0,24.0,2160.0,centralised,5,2,10,3,40,20,27
6.0,500.0,79.0,575.0,185.0,centralised,5,2,10,3,40,20,28
30.0,500.0,79.0,39.0,1966.0,centralised,5,2,10,3,40,20,29
40.0,500.0,46.0,379.0,1745.0,centralised,15,3,5,7,20,30,0
26.0,500.0,46.0,481.0,1329.0,centralised,15,3,5,7,20,30,1
37.0,500.0,46.0,1053.0,3349.0,centralised,15,3,5,7,20,30,2
31.0,500.0,43.0,149.0,1986.0,centralised,15,3,5,7,20,30,3
38.0,500.0,50.0,273.0,2738.0,centralised,15,3,5,7,20,30,4
34.0,500.0,47.0,61.0,1910.0,centralised,15,3,5,7,20,30,5
51.0,500.0,48.0,161.0,3118.0,centralised,15,3,5,7,20,30,6
67.0,500.0,41.0,351.0,5190.0,centralised,15,3,5,7,20,30,7
57.0,500.0,44.0,388.0,4782.0,centralised,15,3,5,7,20,30,8
47.0,500.0,46.0,280.0,3269.0,centralised,15,3,5,7,20,30,9
53.0,500.0,45.0,231.0,3119.0,centralised,15,3,5,7,20,30,10
64.0,500.0,48.0,482.0,3826.0,centralised,15,3,5,7,20,30,11
69.0,500.0,44.0,480.0,5561.0,centralised,15,3,5,7,20,30,12
21.0,500.0,45.0,186.0,1186.0,centralised,15,3,5,7,20,30,13
94.0,500.0,41.0,434.0,5741.0,centralised,15,3,5,7,20,30,14
38.0,500.0,47.0,391.0,2396.0,centralised,15,3,5,7,20,30,15
31.0,500.0,48.0,381.0,1646.0,centralised,15,3,5,7,20,30,16
64.0,500.0,41.0,204.0,4896.0,centralised,15,3,5,7,20,30,17
38.0,500.0,43.0,360.0,2754.0,centralised,15,3,5,7,20,30,18
28.0,500.0,45.0,529.0,1305.0,centralised,15,3,5,7,20,30,19
30.0,500.0,43.0,518.0,1501.0,centralised,15,3,5,7,20,30,20
20.0,500.0,44.0,783.0,593.0,centralised,15,3,5,7,20,30,21
42.0,500.0,48.0,457.0,2171.0,centralised,15,3,5,7,20,30,22
21.0,500.0,46.0,169.0,814.0,centralised,15,3,5,7,20,30,23
42.0,500.0,43.0,262.0,3324.0,centralised,15,3,5,7,20,30,24
55.0,500.0,40.0,262.0,4467.0,centralised,15,3,5,7,20,30,25
19.0,500.0,46.0,318.0,783.0,centralised,15,3,5,7,20,30,26
27.0,500.0,47.0,412.0,1282.0,centralised,15,3,5,7,20,30,27
15.0,500.0,45.0,569.0,773.0,centralised,15,3,5,7,20,30,28
39.0,500.0,45.0,143.0,1942.0,centralised,15,3,5,7,20,30,29
46.0,500.0,128.0,320.0,3607.0,centralised,15,2,10,5,40,30,0
31.0,500.0,129.0,728.0,2185.0,centralised,15,2,10,5,40,30,1
14.0,500.0,127.0,939.0,737.0,centralised,15,2,10,5,40,30,2
60.0,500.0,128.0,293.0,5410.0,centralised,15,2,10,5,40,30,3
31.0,500.0,129.0,688.0,2323.0,centralised,15,2,10,5,40,30,4
54.0,500.0,125.0,432.0,4764.0,centralised,15,2,10,5,40,30,5
61.0,500.0,127.0,615.0,4386.0,centralised,15,2,10,5,40,30,6
36.0,500.0,130.0,253.0,2967.0,centralised,15,2,10,5,40,30,7
24.0,500.0,129.0,375.0,2803.0,centralised,15,2,10,5,40,30,8
57.0,500.0,128.0,223.0,5094.0,centralised,15,2,10,5,40,30,9
21.0,500.0,135.0,570.0,1184.0,centralised,15,2,10,5,40,30,10
26.0,500.0,128.0,102.0,2305.0,centralised,15,2,10,5,40,30,11
21.0,500.0,130.0,118.0,1058.0,centralised,15,2,10,5,40,30,12
52.0,500.0,130.0,421.0,4318.0,centralised,15,2,10,5,40,30,13
56.0,500.0,129.0,351.0,4388.0,centralised,15,2,10,5,40,30,14
54.0,500.0,127.0,503.0,4481.0,centralised,15,2,10,5,40,30,15
26.0,500.0,130.0,431.0,1427.0,centralised,15,2,10,5,40,30,16
49.0,500.0,125.0,363.0,4632.0,centralised,15,2,10,5,40,30,17
46.0,500.0,130.0,396.0,3969.0,centralised,15,2,10,5,40,30,18
25.0,500.0,129.0,253.0,1460.0,centralised,15,2,10,5,40,30,19
48.0,500.0,131.0,255.0,4365.0,centralised,15,2,10,5,40,30,20
72.0,500.0,126.0,321.0,4927.0,centralised,15,2,10,5,40,30,21
41.0,500.0,125.0,319.0,3311.0,centralised,15,2,10,5,40,30,22
35.0,500.0,128.0,334.0,2706.0,centralised,15,2,10,5,40,30,23
54.0,500.0,130.0,244.0,4699.0,centralised,15,2,10,5,40,30,24
27.0,500.0,127.0,291.0,2295.0,centralised,15,2,10,5,40,30,25
30.0,500.0,128.0,186.0,1883.0,centralised,15,2,10,5,40,30,26
31.0,500.0,131.0,130.0,2592.0,centralised,15,2,10,5,40,30,27
53.0,500.0,124.0,360.0,5314.0,centralised,15,2,10,5,40,30,28
62.0,500.0,125.0,270.0,6182.0,centralised,15,2,10,5,40,30,29
64.0,500.0,83.0,665.0,5026.0,centralised,20,3,5,7,30,30,0
75.0,500.0,82.0,592.0,6535.0,centralised,20,3,5,7,30,30,1
49.0,500.0,80.0,267.0,4447.0,centralised,20,3,5,7,30,30,2
55.0,500.0,84.0,302.0,4560.0,centralised,20,3,5,7,30,30,3
58.0,500.0,83.0,521.0,4266.0,centralised,20,3,5,7,30,30,4
70.0,500.0,86.0,297.0,5265.0,centralised,20,3,5,7,30,30,5
49.0,500.0,82.0,179.0,2957.0,centralised,20,3,5,7,30,30,6
13.0,500.0,85.0,326.0,414.0,centralised,20,3,5,7,30,30,7
94.0,500.0,74.0,462.0,7457.0,centralised,20,3,5,7,30,30,8
65.0,500.0,85.0,711.0,5354.0,centralised,20,3,5,7,30,30,9
72.0,500.0,81.0,406.0,5795.0,centralised,20,3,5,7,30,30,10
70.0,500.0,81.0,679.0,6091.0,centralised,20,3,5,7,30,30,11
43.0,500.0,81.0,503.0,3513.0,centralised,20,3,5,7,30,30,12
26.0,500.0,86.0,805.0,1868.0,centralised,20,3,5,7,30,30,13
59.0,500.0,84.0,690.0,4259.0,centralised,20,3,5,7,30,30,14
58.0,500.0,80.0,937.0,4817.0,centralised,20,3,5,7,30,30,15
62.0,500.0,85.0,418.0,4537.0,centralised,20,3,5,7,30,30,16
34.0,500.0,87.0,839.0,2420.0,centralised,20,3,5,7,30,30,17
30.0,500.0,89.0,178.0,2011.0,centralised,20,3,5,7,30,30,18
80.0,500.0,83.0,684.0,5769.0,centralised,20,3,5,7,30,30,19
39.0,500.0,84.0,518.0,2517.0,centralised,20,3,5,7,30,30,20
44.0,500.0,86.0,641.0,3528.0,centralised,20,3,5,7,30,30,21
56.0,500.0,80.0,1000.0,4140.0,centralised,20,3,5,7,30,30,22
55.0,500.0,86.0,310.0,4223.0,centralised,20,3,5,7,30,30,23
35.0,500.0,80.0,140.0,1737.0,centralised,20,3,5,7,30,30,24
56.0,500.0,82.0,432.0,3687.0,centralised,20,3,5,7,30,30,25
